stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Diogo.DESKTOP-8OCSMG7\Documents\Opa\PI---Grupo-Austr-lia\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   3.15732] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   3.15742] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   3.15752] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   3.15762] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   3.15770] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   3.15779] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   3.15787] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   3.15796] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   3.15803] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   3.15812] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   3.15822] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   3.15832] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   3.15841] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   3.15851] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   3.15860] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   3.15870] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   3.15877] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   3.15887] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   3.15897] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   3.15907] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   3.15917] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   3.15926] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   3.15936] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   3.15946] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   3.15955] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   3.15965] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   3.15977] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   3.16049] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   3.16059] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   3.17734] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   3.21201] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   3.21221] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   3.21240] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   3.21259] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   3.21271] Returning d3d_display: 0000012635378860
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   3.21279] al_display=0000012635378860
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   3.21286] al_display->vt=0000012634DFAD80
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.21470] opening ./fonte/font.ttf rb
font     D                ttf.c:971  al_load_ttf_font_stretch_f       [   3.21529] Font ./fonte/font.ttf loaded with pixel size 0 x 60.
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   3.21540]     ascent=60.0, descent=-15.0, height=80.0
dtor     D               dtor.c:196  _al_register_destructor          [   3.21549] added dtor for ttf_font 0000012635587350, func 00007FFE7440128F
dtor     D               dtor.c:196  _al_register_destructor          [   3.21564] added dtor for timer 0000012634DBC6E0, func 00007FFE6D881050
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.21576] opening ./backgrounds/backgroundfloresta.jpeg rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.21612] opening ./backgrounds/backgroundfloresta.jpeg rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.21656] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.21668] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.21678] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.21690] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.21703] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.21712] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.21720] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.21730] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.21740] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   3.21749] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   3.21760] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   3.21771] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   3.21783] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.22190] added dtor for bitmap 000001263530C8D0, func 00007FFE6D88118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.25178] opening ./Consumiveis/Kitmedico1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.25228] opening ./Consumiveis/Kitmedico1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.25252] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.25267] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.25276] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.25286] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.25299] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.25312] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.25323] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.25333] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.25343] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   3.25351] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   3.25359] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   3.25368] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   3.25378] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.26208] added dtor for bitmap 000001263530CCB0, func 00007FFE6D88118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.26280] opening ./consumiveis/kitmunicao1.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.26315] opening ./consumiveis/kitmunicao1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26351] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26362] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26371] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26381] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26391] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26400] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26408] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26417] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26426] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   3.26435] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   3.26443] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   3.26453] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   3.26462] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.26511] added dtor for bitmap 000001263530C4F0, func 00007FFE6D88118B
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.26579] opening ./Estilizacoes/EstAliens.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.26610] opening ./Estilizacoes/EstAliens.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26637] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26648] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26656] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26665] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26674] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26684] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26693] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26700] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.26708] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   3.26716] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   3.26724] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   3.26732] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   3.26741] Chose bitmap format 9
